Restoran,Grad,Ocena,Recenzija
ROVI,London,4.3,"We dined as a couple in what we understand to be not long reopened Rovi further to a refurb & were very impressed with the atmosphere, decor, the very tasty dishes we chose and all the staff, who couldn't have been more welcoming and helpful - nothing was too much trouble, even accommodating us when we turned up earlier than planned. Alex & Jacob, in particular, were great from start to finish, with Alex guiding us through the menu and sharing his recommendations & helping us pick the right number of dishes, as we wanted to try them all! The dishes were a taste sensation and definitely celebrate vegetables from root to tip. If all vegetables tasted like this, I don't think I would miss eating meat. Particular favourites were the crispy aubergine tops, celeriac shawarma & the burrata."
ROVI,London,4.3,Loved the vibe of this restaurant. We booked it as we were looking for an exclusively gluten-free meal and they were very accomodating. Everything we had was absolutely delicious. Would definitely recommend.
ROVI,London,4.3,"Best fine dining restaurants
See all
Sponsored
20% off
Rasoi Ghar
4.6
(772 reviews)
Indian • $$$$
Open now
Reserve
The Park Room
4.8
(1,950 reviews)
International • $$$$
Open now
Reserve
Bonoo Indian Tapas Hampstead
4.9
(3,755 reviews)
Indian • $$$$
Open now
Order online
Baluchi
4.8
(1,014 reviews)
Indian • $$$$
Open now
Reserve
MICHELIN
Umu
4.4
(791 reviews)
Japanese • $$$$
Closed now
20% off
Rasoi Ghar
4.6
(772 reviews)
Indian • $$$$
Open now
Reserve
50% off
Maroto Restaurant
5.0
(184 reviews)
Brazilian • $$$$
Closed today
Reserve
30% off
Bustronome London
4.9
(777 reviews)
French • $$$$
Open now
Reserve
Stables Bar
5.0
(144 reviews)
Bar • $$$$
Open now
Vatavaran
5.0
(97 reviews)
Indian • $$$$
Closed today
Reserve"
ROVI,London,4.3,"Sponsored
20% off
Rasoi Ghar
4.6
(772 reviews)
Indian • $$$$
Open now
Reserve"
ROVI,London,4.3,"The Park Room
4.8
(1,950 reviews)
International • $$$$
Open now
Reserve"
ROVI,London,4.3,"Bonoo Indian Tapas Hampstead
4.9
(3,755 reviews)
Indian • $$$$
Open now
Order online"
ROVI,London,4.3,"50% off
Maroto Restaurant
5.0
(184 reviews)
Brazilian • $$$$
Closed today
Reserve"
ROVI,London,4.3,"30% off
Bustronome London
4.9
(777 reviews)
French • $$$$
Open now
Reserve"
ROVI,London,4.3,"This sophisticated and sociable slice of Central London is a shopper’s paradise, offering the latest fashions, gadgets, and souvenirs. Fitzrovia is conveniently located between the major retail thoroughfares of Regent Street to the west and Tottenham Court Road to the east, with a handful of well connected Tube stations dotted around the area for easy transport. This neighborhood is a favorite among foodies as well, with an impressive number of quality restaurants, pubs, cafes and food shops vying for your patronage – especially along Charlotte Street and near Goodge Street Station."
ROVI,London,4.3,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Rewards
Discover
Review
USD
Sign in
London
Hotels
Things to Do
Restaurants
Cruises
Forums"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Tripadvisor is not responsible for this summary or the opinions in it. For more information, please read the traveler reviews and learn more about how the site works."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Fantastic place. We went there for a beer so we didn't eat anything. The bartender, Anselmo, stra helpful: he made us try the different beers of the house before making us order then recommended places not to be missed in the city. What about: the right man at the right time! 

If you have just arrived in London, want a beer and need to settle in a little, this is the place for you!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the fantastic review and feedback. Our bartender Anselmo will be pleased to hear of such complements. 
We hope to welcome you when back in the city. Ciao"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Superb, we were served by Anselmo, at the top. The bar is superb good atmosphere, very friendly and lively"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the review and feedback. We hope to welcome you back soon in the future. Merci!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Eaten two salads and a simple burger, exaggerated cost even if you are in London.....89 pounds a steal.
Good food but overpriced and location in the basement."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi Laura,

Thank you for taking the time to share your feedback with us. We’re pleased to hear that you enjoyed the food, though we’re sorry to learn that you felt the prices did not meet your expectations.

As a centrally located venue in London and part of an international brand, our pricing reflects our location, operating costs, and the overall experience we aim to offer, all of which are clearly displayed on our menu before ordering. While we understand that value is subjective, we strive to deliver quality ingredients, generous portions, and a unique atmosphere alongside our food.

We appreciate your comments and will be sure to share them with the team. Thank you again for visiting and for sharing your perspective."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Great food, slight issue with one dish but the service was absolutely fantastic and more than resolved the issue and went above and beyond."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi Vicky,

Thank you for the review, and glad to hear we turned things around. Hope to welcome you back soon!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"The location is gorgeous, the menu is Hard Rock Cafe style and the service is smooth and quick (multilanguage Abselmo is a pro!)"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for taking the time to review, and your amazing feedback. Will pass on the complements to Anselmo."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"I love this branch of the Hard Rock Cafe. I love eating here and we always have a good time when we are here. Today we went to the shop. The shop is so cool, it is the biggest Rock Shop in Europe. The clothes are so cool and have great designs. There is a wide variety of things to buy here. The decor of the shop area is so cool. What’s really brilliant is that there is a facility available to book an Uber, Theatre Tickets and London Attractions. The shop is worth checking out. Hard Rock Cafe Piccadilly is close to Piccadilly Circus station."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the lovely review and cool feedback. Glad to hear that the kiosk to book an Uber and various attraction in London area made it simple and easy to navigate."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Beautiful lay out 
friendly staff 
food was incredible 
10/10
Highly recommended 
very busy but service was excellent"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the review and feedback. We hope to welcome you back soon for another memorable experience at our location"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"I happened to this Hard Rock by chance and I was served Marco and Anselmo, they were kind and professional right away, and very nice! I had a good afternoon for my birthday here! Thank you, I'll be back soon!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

What a wonderful review! I am so pleased to hear that you had a great time with us. This is just what we want to hear. I will be delighted to pass on your feedback and share your great experience with Anselmo and Marco. It will be great to see you again and we look forward to welcoming you back very soon!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,Great location right in the centre of London. Excellent environment and good food. An animated and fast team. Decoration on the walls with the Beatles and other artists. Do not forget to make the reservation on time online. We love that unforgettable night. Thank you
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the review and feedback. We hope to welcome you back on your near future visit to London."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"My girlfriend and I sat at the bar at Hard Rock and had an amazing time. The service was excellent—friendly, attentive, and fast, and the atmosphere made our night even better.

A special thank you to Anselmno and Shah for taking such great care of us and making the whole experience truly enjoyable. We’ll definitely be back."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for taking the time to review and the lovely feedback of our bar team. We will surely pass on the complements and we hope to welcome you back soon for another great experience."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Anselm
Great experience here in London at 'Hard Rock Cafe here in Piccadilly. Courteous staff, great environment, we spent a good time, to be repeated 💪 highly recommend to everyone, TOP staff !!!!!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the review and amazing feedback of our top staff. We hope to welcome you back soon!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"This Hard Rock is practically close to the tube station, in the heart of London's nightlife. The upper floor is used as a merchandising while the lower floor is the restaurant. Very good food quality and impeccable service and extremely available. In my case, after spilling a glass of coke, still not even tasted, they immediately cleaned everything up and even offered the new coke. Clean and well organized. Highly recommended"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for taking the time to review and the amazing feedback to both our Retail Shop and Restaurant. We hope to welcome you back in the future

Ciao!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Terrible experience we ordered a few starters to share and a cocktail, only to be told once food arrived we couldn't order any more cocktails due to it not being a main meal. Due licensing! Should have been mentioned at the start, complete waste of money! Such a shame too as all other hard rocks have been fab! Wouldn't return as we had high hopes 👎"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the review and feedback. I do understand your frustration but as our liquor license from Westminster Council specifically dictates that there is a substantial meal associated with an alcoholic beverage hence the team has mentioned it to your table and offered to be moved into the bar area where licensing restriction doesn't require such. We do ask our guest if they are for dining or just drink and a snack which you will be directed to the bar area if available at that time."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"it was a beautiful evening, our server Anselmo was exceptional and very kind, there was a great atmosphere. totally recommend!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi Monica,

Thank you for the review and feedback. Will definitely pass on the complements to our server Anselmo for the great experience at our Piccadilly location. We hope to welcome you back soon!"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"We had two great smash burgers, the service was quick and helpful.
Anselmo was not only a great waiter, but offered us some great suggestions on some nice places to visit during our stay here in
London! Highly recommended place also for those with food intolerances, you will be advised by the well-informed staff."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Hi there,

Thank you for the review and feedback. Glad to hear that you had an amazing time at our location and hope to welcome you back soon in the future."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Best moderately priced restaurants
See all
Sponsored
Prince of Wales
3.9
(160 reviews)
British • $$ - $$$
Open now
Bonoo Indian Tapas Muswell Hill
5.0
(560 reviews)
Indian • $$ - $$$
Closed now
Betto Tapas Restaurant & Cocktail Bar
5.0
(492 reviews)
Italian • $$ - $$$
Closed today
Amrutha - Earlsfield
4.9
(1,099 reviews)
Indian • $$ - $$$
Closed today
The Spice Indian Restaurant
4.9
(960 reviews)
Indian • $$ - $$$
Closed now
Order online
Andy's Greek Taverna
4.8
(3,244 reviews)
Greek • $$ - $$$
Open now
Reserve
Alexander The Great
4.8
(4,057 reviews)
Greek • $$ - $$$
Open now
Reserve
Rice Persian Kitchen
4.8
(516 reviews)
International • $$ - $$$
Open now
Reserve
Bruce Burgers
5.0
(547 reviews)
American • $$ - $$$
Closed now
Order online
Tower Tandoori Restaurant
4.8
(3,561 reviews)
Indian • $$ - $$$
Open now
Order online"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Sponsored
Prince of Wales
3.9
(160 reviews)
British • $$ - $$$
Open now"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Bonoo Indian Tapas Muswell Hill
5.0
(560 reviews)
Indian • $$ - $$$
Closed now"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Betto Tapas Restaurant & Cocktail Bar
5.0
(492 reviews)
Italian • $$ - $$$
Closed today"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Amrutha - Earlsfield
4.9
(1,099 reviews)
Indian • $$ - $$$
Closed today"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"The Spice Indian Restaurant
4.9
(960 reviews)
Indian • $$ - $$$
Closed now
Order online"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Andy's Greek Taverna
4.8
(3,244 reviews)
Greek • $$ - $$$
Open now
Reserve"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Alexander The Great
4.8
(4,057 reviews)
Greek • $$ - $$$
Open now
Reserve"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Rice Persian Kitchen
4.8
(516 reviews)
International • $$ - $$$
Open now
Reserve"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Bruce Burgers
5.0
(547 reviews)
American • $$ - $$$
Closed now
Order online"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Tower Tandoori Restaurant
4.8
(3,561 reviews)
Indian • $$ - $$$
Open now
Order online"
Hard Rock Cafe London Piccadilly Circus,London,4.8,"Perennially fashionable since the days of Henry VIII, the aristocratic “Clubland” of St James's is a premier destination for high end craft and bespoke design. Here you’ll lose count of the Royal Warrants (which indicate that the Royal Family patronizes the establishment) seen in shop front windows, even during a short stroll to bordering Green Park or St James’s Park. With the brightly lit and constantly buzzing junction of Piccadilly Circus at its northeast corner and none of Central London too far away, this is an surprisingly central and accessible part of town, especially given its prosperous demeanor."
Hard Rock Cafe London Piccadilly Circus,London,4.8,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
The Barbary,London,4.6,"Rewards
Discover
Review
USD
Sign in
London
Hotels
Things to Do
Restaurants
Cruises
Forums"
The Barbary,London,4.6,"Tripadvisor is not responsible for this summary or the opinions in it. For more information, please read the traveler reviews and learn more about how the site works."
The Barbary,London,4.6,"A very nice place, with traditional Lebanese cuisine. Naan bred and black falafel are delicious; had never tried hummus tatbila before, and I found it absolutely tasty . You sit close together around one long shared table"
The Barbary,London,4.6,"We had an amazing experience at The Barbary! Sitting at the bar was perfect, you could watch the chefs at work and see their attention to detail and skill up close. The food was flavorful, creative, and beautifully presented. Definitely a spot I’d recommend to anyone who loves good food and a lively atmosphere."
The Barbary,London,4.6,"Excellent restaurant! If you can get a reservation, do it. We came for lunch and had a wonderful experience. Probably the best food we ate during our trip to London. It’s a small 24 seat counter restaurant. The staff walks you through the menu and gives advice . Everything is meant to be shared. Most dishes are cooked on an open fire grill in the center of counter for all to see. The vibe is cool and the food is delicious. I Highly recommend."
The Barbary,London,4.6,"Off the Chart! The Barbary did not disappoint. Food, service and ambience all amazing. Intimate, fun, great staff. A perfect date venue. And the food? Wow. The spinach, feta and yoghurt dip with nan is a must. The lamb is mouth watering. Octopus and pumpkin seeds? Can I have some more please. Nothing disappointed. Everything excelled. We were left scratching our heads if we had actually ever had a better meal anywhere (and that includes London, Paris, NY and we like to dine). The Barbary is a must. Thanks team. You are talented, welcoming and have created something very very special. We will be back very soon."
The Barbary,London,4.6,We came here to celebrate our 40th anniversary ( our son recommended the restaurant). Everyone sits at the bar which is kind of a horseshoe shape with the kitchen in the middle. Seating is a bit tight- we were greeted enthusiastically and began the process of ordering eating etc. the food was very delicious and the atmosphere was very fun. Book a table- highly recommended.
The Barbary,London,4.6,"This is my personal beat meal I have had for 2025, where do I start, the atmosphere is amazing, then the service followed by the food 

Jane was truly so fabulous with helping us choose this amazing food

Been to many London Restaurants and for me is the best"
The Barbary,London,4.6,"What a fantastic find! We stumbled upon The Barbary while exploring the area and thought it looked interesting, so booked for lunch a few days later. An awesome experience! The restaurant is small, and tight! But.. that almost added to the experience! We were sat at the counter and watched the amazing team create their magic. Service was perfect, professional, enthusiastic and could not be faulted. The menu consists of a typical “sharing” concept. We stared with incredible naan cooked as we watched. Humous and labneh were so fresh and bright. Their signature “cigar” starter was hot, fresh and so flavorful with a yogurt/mint sauce. We then had the salmon and lamb, both were outstanding… the salmon was pink and perfect, as was the lamb! Again incredible flavors and presentation. We added the chili cauliflower and that also was a nice combo, adding another texture to the meal. Bottle of Tempranillo, house wine but certainly decent, and we live in Spain! All in all a fantastic lunch, we cant wait to return on our next London visit."
The Barbary,London,4.6,"The food was outstanding - imaginative, well prepared and well presented, if frankly expensive. The staff behind the counter were equally welcoming, attentive and interested in providing excellence in dining.

The maitre d’ however made it clear that the sole purpose of the restaurant was to extract as much money as possible in as short a period of time as possible.

We were 10 minutes over our allotted 1:30 booking, with three free seats at the bar, when we were told that either we preferred something else or we should leave - this after having requested the bill from another team member.

I get it, they need to make money. It just won’t be from me in future.

Thanks, but I won’t be tricking you again."
The Barbary,London,4.6,"How wonderful, everything perfect, the concept, the place. The food and the music. A mix of flavors and cultures in the dishes and in the team on this side and beyond the counter around which you eat. A group of young and very talented boys who put their different origins in the inspiration and flavors of dishes with Israeli, Arab, Lebanese influences and so on. Every dish with a tapas concept to share is a journey and a discovery. You guys deserve the success you're getting and all the best. Thank you for the wonderful experience it will be an honor and a pleasure to return to visit you"
The Barbary,London,4.6,"Wonderful experience! Friendly and professional staff. Blackened salmon was perfectly prepared, coffee rubbed chicken was moist and crunchy, “cigars” great with the dip and the man was perfect. Wonderful atmosphere with the open kitchen and great music selections. Just great."
The Barbary,London,4.6,"Lovely relaxed atmosphere with soft music in background. Tables are a bit too close . Service is fast yet not pushy or business like. Food I tried was perfectly cooked, right balance of flavours. Portions on the smallish sides"
The Barbary,London,4.6,"North African / Middle Eastern food made in front of you with live fire. This fun little gem in Neal's Yard is mainly all bar, so you can watch the food being made in front of you. It was hard to pick what I wanted to eat, as everything on the menu looked amazing. It did not disappoint. The Bavette Steak with Chermoula had me craving for more!"
The Barbary,London,4.6,"From the moment we walked into The Barbary we knew we would have an amazing night. The music was such fun, staff were so friendly and the restaurant was so chic. Alex looked after us and talked through the menu, making sure my intolerances were catered for. Merci Alex! 
The counter tables are fantastic and so cool to watch the chefs at work. Really recommend everything we ate; the naan, cods roe, hummus, cigars, sea bream and pork. The wine list was so unique too! Really fantastic evening, thank you!"
The Barbary,London,4.6,"A chance last day delight - the best meal with the best service in our entire 3 week UK visit. The food was fantastic and what could be better than sitting looking into the kitchen, literally right in front of us, where the delightful chefs shared their expertise. Every dish was richly flavored, beautifully presented and absolutely delicious. I wish it was not our very last day - I’d be back in a shot."
The Barbary,London,4.6,"We went for lunch here and were really impressed, the food was incredible. We started with a selection of dips with the hummus being a particular favourite and then moved onto the mains with our favourites being the lamb and the octopus though everything was delicious. Finally desserts to finish with the hashcake (sort of a pistachio tart) being the standout. Service was friendly and helpful too, talking through the dishes and giving recommendations and we never felt rushed at all. My only tip though is booking as it can be hard to get a table (and having eaten there, I see why!)."
The Barbary,London,4.6,"Best moderately priced restaurants
See all
Sponsored
Bull Highgate
4.5
(105 reviews)
Gastropub • $$ - $$$
Open now
Bonoo Indian Tapas Muswell Hill
5.0
(560 reviews)
Indian • $$ - $$$
Closed now
Betto Tapas Restaurant & Cocktail Bar
5.0
(492 reviews)
Italian • $$ - $$$
Closed today
Amrutha - Earlsfield
4.9
(1,099 reviews)
Indian • $$ - $$$
Closed today
The Spice Indian Restaurant
4.9
(960 reviews)
Indian • $$ - $$$
Closed now
Order online
Andy's Greek Taverna
4.8
(3,244 reviews)
Greek • $$ - $$$
Open now
Reserve
Alexander The Great
4.8
(4,057 reviews)
Greek • $$ - $$$
Open now
Reserve
Rice Persian Kitchen
4.8
(516 reviews)
International • $$ - $$$
Open now
Reserve
Bruce Burgers
5.0
(547 reviews)
American • $$ - $$$
Closed now
Order online
Tower Tandoori Restaurant
4.8
(3,561 reviews)
Indian • $$ - $$$
Open now
Order online"
The Barbary,London,4.6,"Sponsored
Bull Highgate
4.5
(105 reviews)
Gastropub • $$ - $$$
Open now"
The Barbary,London,4.6,"Bonoo Indian Tapas Muswell Hill
5.0
(560 reviews)
Indian • $$ - $$$
Closed now"
The Barbary,London,4.6,"Betto Tapas Restaurant & Cocktail Bar
5.0
(492 reviews)
Italian • $$ - $$$
Closed today"
The Barbary,London,4.6,"Amrutha - Earlsfield
4.9
(1,099 reviews)
Indian • $$ - $$$
Closed today"
The Barbary,London,4.6,"The Spice Indian Restaurant
4.9
(960 reviews)
Indian • $$ - $$$
Closed now
Order online"
The Barbary,London,4.6,"Andy's Greek Taverna
4.8
(3,244 reviews)
Greek • $$ - $$$
Open now
Reserve"
The Barbary,London,4.6,"Alexander The Great
4.8
(4,057 reviews)
Greek • $$ - $$$
Open now
Reserve"
The Barbary,London,4.6,"Rice Persian Kitchen
4.8
(516 reviews)
International • $$ - $$$
Open now
Reserve"
The Barbary,London,4.6,"Bruce Burgers
5.0
(547 reviews)
American • $$ - $$$
Closed now
Order online"
The Barbary,London,4.6,"Tower Tandoori Restaurant
4.8
(3,561 reviews)
Indian • $$ - $$$
Open now
Order online"
The Barbary,London,4.6,"Whether you're headed here to check out the multitude of shops, theaters, cafes, pubs, and restaurants, or simply to be among the multitude of people who pass through this pretty part of town, you'll love soaking up the festive and historic atmosphere in and around Covent Garden. Even if you don't have tickets to the opera or a show at one of the many famous theaters here, don't be surprised if find yourself captivated by some impromptu act of a street performer wowing the crowds in Covent Garden's Piazza. If you do have tickets, you'll be pleased to note that many of the local eateries accommodate theatergoers with prix fixe menus, early dinners, and later than usual opening hours."
The Barbary,London,4.6,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
Kennington Lane Cafe,London,4.9,"Rewards
Discover
Review
USD
Sign in
London
Hotels
Things to Do
Restaurants
Cruises
Forums"
Kennington Lane Cafe,London,4.9,"Tripadvisor is not responsible for this summary or the opinions in it. For more information, please read the traveler reviews and learn more about how the site works."
Kennington Lane Cafe,London,4.9,"2nd time I’ve been to this cafe. Amazing breakfast good size highly recommend. 

Reasonably priced and friendly staff. A*"
Kennington Lane Cafe,London,4.9,"Affordable, good portion size and friendly service. We had the set breakfast and a side of chips. The cafe was busy but service was quick. Would return if we were in the area again."
Kennington Lane Cafe,London,4.9,"This breakfast restaurant offers a warm, welcoming atmosphere with freshly prepared meals that feel both comforting and satisfying. The menu has a great variety, from classic breakfasts to lighter options, and the food is served hot and well presented. The staff are friendly and attentive, making the overall experience enjoyable and worth returning for."
Kennington Lane Cafe,London,4.9,"Great cafe, very friendly staff. Tez was a lovely server! Would throughly recommend to anyone visiting for a proper old school breakfast."
Kennington Lane Cafe,London,4.9,"Food was good! We really had a great time, the atmosphere was good, the environment was nice and the food was great so overall a good time"
Kennington Lane Cafe,London,4.9,"10/10 breakfast and best service ever from Tez! 

Great customer service and I would highly recommend the Mediterranean breakfast"
Kennington Lane Cafe,London,4.9,"Very good food, proper greasy spoon cafe. Service was great, loved the vibe of the place. Would recommend if you’re in the area"
Kennington Lane Cafe,London,4.9,"Cosy, simple café with a really authentic, family vibe. Small dining area, but it just feels nice and welcoming. Halil, the host, was a fantastic guy—chatty, friendly, and cracking jokes while serving. Had the mixed döner platter; massive portion and super fresh and tasty."
Kennington Lane Cafe,London,4.9,Halil was amazing he really took care of us and made us laugh. The food was amazing he recommended for me to put cheese into my omelette and it made the world of a difference. Very lovely cafe with reasonable prices. Would definitely come here again.
Kennington Lane Cafe,London,4.9,Great jacket pot - massive tasty and cheap - nice atmosphere nice waiters - visited in lunch break with basement orchestra
Kennington Lane Cafe,London,4.9,"Nice food, cheap price, VERY friendly staff who took the time to speak to us and make us welcome. It’s located not far from Vauxhall and Kennington and is just opposite a nice park."
Kennington Lane Cafe,London,4.9,"The food is very tasty and the staff very friendly. It’a a cozy and nice place to visit, thank you a lot guys. I will come back here🤗"
Kennington Lane Cafe,London,4.9,"Excellent local greasy spoon that I regularly visit. Great food, quickly served & very friendly service. Couldn't recommend enough"
Kennington Lane Cafe,London,4.9,"Fantastic genuine London Caf. Quick service from a delightful server. Sausages are to die for, REAL rashers (not the processed type). Fried bread which unfortunately you don’t readily get anymore. 

The value is incredible considering the amount of food. 

Well done !!!!!!!!!"
Kennington Lane Cafe,London,4.9,"Beautiful home cooked food, friendly service from Halil. Would definitely highly recommend and the prices are really reasonable."
Kennington Lane Cafe,London,4.9,"Best coffee and tea places
See all
Tania's of Hampstead
4.9
(178 reviews)
Lebanese • $
Open now
49 Cafe
4.6
(360 reviews)
Cafe • $
Open now
Exmouth Coffee Company
4.6
(616 reviews)
Cafe • $
Open now
Attendant Coffee Roasters
4.5
(516 reviews)
$
Open now
Order online
Monmouth Coffee Company
4.5
(602 reviews)
Cafe • $
Open now
The Corner Café
4.6
(229 reviews)
Cafe • $
Open now
Le Signore
4.6
(209 reviews)
Italian • $
Open now
Granier Bakery-cafe
4.5
(199 reviews)
Cafe • $
Open now
Beppe's Cafe
4.8
(149 reviews)
Cafe • $
Open now
Over Under Earl's Court
4.5
(322 reviews)
Cafe • $
Open now"
Kennington Lane Cafe,London,4.9,"This is the version of our website addressed to speakers of English in the United States. If you are a resident of another country or region, please select the appropriate version of Tripadvisor for your country or region in the drop-down menu."
The Prince of Wales,London,4.8,"Rewards
Discover
Review
USD
Sign in
London
Hotels
Things to Do
Restaurants
Cruises
Forums"
